,DateTime,CO_ppm,OZONO_ppb,NO_ppb,NO2_ppb,NOX_ppb,Vel_Viento_ms,Dir_Viento_Grados,Temperatura_C,HR
4319,27,0.34096,6.339,1.518,18.763,20.281,1.6,305.0,12.6,80.8
4320,28,0.30694,9.968,0.731,13.72,14.45,1.5,298.0,12.4,80.16
4321,28,0.24394,7.589,0.434,13.084,13.518,0.7,279.0,11.0,82.59
4322,28,0.21893,10.829,0.341,8.921,9.262,0.6,303.0,11.1,81.87
4323,28,0.20721,10.878,0.339,10.719,11.058,0.9,293.0,11.1,81.54
4324,28,0.20465,10.244,0.186,9.824,10.01,0.4,197.0,10.3,85.06
4325,28,0.22743,6.134,0.443,11.082,11.525,0.2,237.0,9.7,86.76
4326,28,1.08274,0.759,42.388,19.919,62.307,0.7,353.0,9.2,87.52
4327,28,1.76123,2.461,50.233,22.637,72.87,1.1,1.0,13.3,83.14
4328,28,0.94191,11.871,25.048,24.545,49.593,0.6,320.0,19.2,53.14
4329,28,0.99529,18.349,20.184,28.596,48.776,1.0,19.0,21.2,45.99
4330,28,0.59694,33.467,8.706,19.458,28.164,1.0,333.0,23.4,32.76
4331,28,0.36876,44.606,3.909,11.927,15.836,1.8,335.0,24.6,27.08
4332,28,0.27196,47.345,2.031,8.035,10.066,2.9,318.0,24.7,28.19
4333,28,0.272,32.798,2.05,7.519,9.569,5.1,289.0,20.0,50.43
4334,28,0.33321,28.882,2.911,9.224,12.136,4.7,283.0,18.6,60.2
4335,28,0.32046,29.157,2.743,8.772,11.515,3.6,291.0,18.1,60.76
4336,28,0.33104,27.186,2.252,9.367,11.619,3.3,282.0,17.8,59.55
4337,28,0.36634,21.046,0.938,11.38,12.317,1.6,303.0,15.6,68.62
4338,28,0.58286,6.389,3.282,18.713,21.995,1.4,296.0,12.8,80.5
4339,28,0.53256,5.446,1.499,17.471,18.97,0.4,218.0,11.7,83.94
4340,28,0.7035,1.519,2.933,21.493,24.427,0.4,192.0,11.2,84.89
4341,28,0.97419,0.039,20.94,22.232,43.173,0.4,237.0,10.2,86.29
4342,28,0.83764,0.139,20.915,21.897,42.812,0.3,255.0,9.3,86.91
4343,28,0.55539,0.392,9.792,20.405,30.196,0.6,244.0,9.0,87.24
4344,29,0.38559,1.645,3.494,18.849,22.343,0.5,213.0,8.5,87.41
4345,29,0.46509,1.061,6.957,18.218,25.175,0.5,256.0,7.7,87.56
4346,29,0.42626,1.011,5.421,18.942,24.364,0.3,198.0,7.2,87.94
4347,29,0.45003,0.271,8.904,18.36,27.264,0.3,339.0,6.7,88.13
4348,29,0.62534,0.419,20.549,18.122,38.672,0.2,355.0,6.4,88.78
4349,29,0.74789,0.414,44.046,16.351,60.397,0.1,247.0,5.8,88.78
4350,29,0.92971,0.629,57.224,16.765,73.99,0.2,279.0,5.9,88.92
4351,29,1.18539,3.398,60.42,20.044,80.464,0.5,290.0,10.6,86.99
4352,29,0.99615,10.491,28.701,31.332,60.033,0.4,43.0,16.7,65.84
4353,29,0.84578,22.583,16.853,28.8,45.65,1.0,356.0,20.9,39.02
4354,29,0.65625,32.908,12.017,24.748,36.756,1.2,317.0,21.6,36.61
4355,29,0.24219,36.503,2.636,7.382,10.018,2.6,329.0,23.2,34.14
4356,29,0.20036,34.065,1.621,4.443,6.065,3.5,322.0,23.6,32.22
4357,29,0.2214,34.277,2.035,5.233,7.268,3.6,321.0,23.5,33.92
4358,29,0.23799,31.571,2.054,5.594,7.649,4.0,322.0,22.1,38.57
4359,29,0.24697,29.177,2.234,6.218,8.452,3.9,328.0,20.3,44.92
4360,29,0.27947,25.396,2.297,7.812,10.11,4.1,315.0,18.8,48.09
4361,29,0.28228,21.911,1.776,9.134,10.909,3.9,314.0,17.5,54.76
4362,29,0.31202,18.246,1.001,10.688,11.689,3.3,316.0,15.0,65.18
4363,29,0.30952,16.636,0.76,11.42,12.18,2.4,319.0,14.0,70.31
4364,29,0.33494,13.747,0.659,12.641,13.301,1.6,293.0,13.4,73.01
4365,29,0.33763,11.551,0.977,14.208,15.185,2.1,309.0,12.7,73.71
4366,29,0.40712,5.162,2.057,18.896,20.954,1.6,291.0,11.0,77.47
4367,29,0.31925,7.056,3.114,20.138,23.251,1.6,291.0,10.7,76.65
4368,30,0.21845,7.56,0.501,15.485,15.986,0.7,250.0,8.9,79.19
4369,30,0.27396,4.51,0.993,17.016,18.01,0.5,285.0,7.4,83.62
4370,30,0.29928,2.222,1.474,19.523,20.996,0.4,285.0,6.9,85.88
4371,30,0.25194,4.038,0.489,17.21,17.699,0.2,326.0,6.4,86.55
4372,30,0.24728,2.947,1.697,17.846,19.542,0.2,300.0,5.9,87.62
4373,30,0.31119,1.796,4.918,15.091,20.009,0.2,334.0,5.7,87.78
4374,30,0.86692,0.541,39.998,16.243,56.24,0.2,295.0,6.0,87.8
4375,30,0.56783,8.394,20.754,15.68,36.434,0.6,354.0,11.7,82.36
4376,30,0.39172,17.595,7.786,14.479,22.264,0.9,339.0,16.2,54.23
4377,30,0.28935,26.295,5.764,10.351,16.115,0.9,297.0,20.0,43.93
4378,30,0.27073,33.779,3.677,8.618,12.294,1.0,307.0,21.4,40.36
4379,30,0.24449,40.092,3.145,8.442,11.587,2.2,263.0,22.5,38.51
4380,30,0.2062,42.541,1.439,5.853,7.292,2.9,292.0,22.9,38.99
4381,30,0.19053,39.423,1.056,4.496,5.552,4.2,307.0,22.6,44.22
4382,30,0.18583,34.446,1.275,4.144,5.42,5.1,292.0,21.9,46.9
4383,30,0.15684,32.286,1.259,3.584,4.843,4.9,288.0,20.3,48.62
4384,30,0.14805,31.015,1.155,3.68,4.836,4.2,290.0,18.9,48.91
4385,30,0.19854,27.893,0.848,5.327,6.174,3.3,287.0,16.7,55.98
4386,30,0.24375,21.244,0.725,9.091,9.816,2.9,298.0,13.9,64.48
4387,30,0.29046,14.871,0.547,12.196,12.743,1.7,287.0,12.5,68.61
4388,30,0.25823,18.746,0.551,11.144,11.695,2.1,296.0,12.5,71.16
4389,30,0.27351,12.798,0.702,13.44,14.142,2.1,306.0,12.2,72.37
4390,30,0.18407,18.245,0.401,8.188,8.589,2.3,306.0,12.0,72.93
4391,30,0.16387,16.378,0.244,7.785,8.029,1.4,283.0,11.0,75.94
4392,31,0.17758,15.792,0.199,8.92,9.119,1.8,278.0,11.2,76.25
4393,31,0.15517,13.403,0.236,8.611,8.847,1.5,292.0,10.4,77.88
4394,31,0.15415,14.392,0.194,9.144,9.338,1.3,279.0,10.7,77.78
4395,31,0.13498,13.87,0.258,7.728,7.986,1.0,288.0,9.8,77.88
4396,31,0.16111,7.147,0.216,12.007,12.218,0.7,321.0,7.3,82.13
4397,31,0.25754,0.704,4.348,19.126,23.474,0.3,11.0,6.5,84.78
4398,31,0.8903,0.589,47.007,20.287,67.293,0.7,346.0,6.3,85.73
4399,31,1.52866,2.296,70.176,26.156,96.332,0.6,288.0,9.9,84.15
4400,31,1.35365,8.736,47.021,34.532,81.553,0.6,301.0,17.2,53.97
4401,31,1.08584,18.289,28.704,35.033,63.737,1.2,302.0,19.9,41.79
4402,31,0.64151,30.247,14.978,28.73,43.708,1.5,286.0,21.7,34.31
4403,31,0.24856,37.023,5.092,11.914,17.005,1.5,306.0,22.7,32.07
4430,1,0.31519,55.046,1.198,11.744,12.941,4.7,290.0,21.2,47.08
4431,1,0.32771,43.381,1.687,11.516,13.203,4.5,287.0,19.6,52.6
4432,1,0.34187,41.019,1.491,11.47,12.961,4.6,289.0,18.3,58.37
4438,1,0.52637,6.544,0.839,27.462,28.301,2.0,305.0,13.6,75.64
4439,1,0.53351,3.277,6.261,30.383,36.645,1.5,310.0,12.3,78.08
4440,2,0.40962,7.606,0.523,19.887,20.41,1.0,340.0,10.7,81.53
4441,2,0.33364,6.108,1.951,21.258,23.209,0.9,337.0,10.9,84.29
4442,2,0.29291,11.523,0.554,16.168,16.722,0.7,301.0,11.1,83.98
4443,2,0.32015,7.579,0.332,15.041,15.373,0.3,240.0,9.6,84.64
4444,2,0.37114,3.252,1.884,19.656,21.54,0.2,145.0,8.6,85.81
4445,2,0.50969,0.531,20.375,21.419,41.793,0.3,296.0,7.8,87.26
4446,2,1.54875,1.125,94.037,22.548,116.585,0.3,337.0,7.6,87.9
4447,2,1.61243,6.039,61.553,29.731,91.284,1.0,357.0,12.4,81.54
4448,2,0.78425,24.011,15.423,21.798,37.221,0.3,233.0,19.4,43.93
4449,2,0.34274,37.15,2.688,8.2,10.888,1.6,167.0,18.1,42.95
4454,2,0.34102,32.352,2.579,11.564,14.143,1.2,65.0,19.2,42.05
4455,2,0.35578,35.93,2.785,10.376,13.161,3.6,319.0,19.0,55.39
4456,2,0.31237,34.372,2.228,7.914,10.143,3.9,306.0,18.9,58.68
4457,2,0.39904,26.681,1.479,10.236,11.715,2.7,324.0,17.5,63.22
4458,2,0.57532,15.585,0.946,17.931,18.877,1.5,328.0,14.2,74.09
4459,2,0.81981,3.649,3.902,27.678,31.581,1.1,356.0,12.6,77.07
4460,2,0.86297,0.702,7.213,28.683,35.896,0.3,1.0,10.8,82.9
4461,2,0.66369,7.732,4.27,24.364,28.634,0.4,141.0,11.8,75.46
4462,2,0.88697,0.89,10.794,28.937,39.732,0.3,340.0,10.7,76.85
4463,2,1.01738,1.22,17.606,28.094,45.7,0.3,295.0,10.5,77.98
4464,3,0.8244,1.702,3.974,26.51,30.484,0.7,336.0,10.0,79.28
4465,3,0.58924,3.006,1.378,23.248,24.626,0.5,349.0,9.1,80.46
4466,3,0.49441,1.193,3.987,22.526,26.513,0.5,254.0,7.6,83.53
4467,3,0.48141,0.742,6.655,20.907,27.561,0.3,237.0,7.1,85.75
4468,3,0.46896,0.621,11.304,19.486,30.79,0.2,306.0,6.6,87.07
4469,3,0.75553,0.677,51.233,19.169,70.403,0.2,276.0,6.2,87.66
4470,3,1.38089,1.196,100.411,20.705,121.116,0.2,302.0,6.3,87.75
4471,3,2.54973,2.589,132.642,32.204,164.846,0.7,316.0,10.4,86.42
4472,3,1.87261,8.849,68.097,45.147,113.245,1.3,355.0,17.1,61.02
4473,3,1.01719,27.615,18.565,31.401,49.966,1.3,305.0,20.6,42.36
4474,3,0.84988,37.728,11.756,29.782,41.538,1.1,345.0,21.3,40.41
4475,3,0.91742,45.11,6.592,33.761,40.353,1.1,4.0,21.1,40.14
4476,3,0.49325,29.968,2.871,10.884,13.755,2.2,190.0,21.2,38.05
4477,3,0.27566,26.011,2.203,5.159,7.361,2.3,178.0,21.0,39.34
4478,3,0.25736,25.119,1.889,4.239,6.129,2.1,193.0,21.5,38.15
4479,3,0.28663,23.033,3.024,5.09,8.114,2.6,181.0,21.3,38.73
4480,3,0.29318,21.072,2.866,5.858,8.724,2.0,181.0,20.2,40.92
4481,3,0.38786,18.309,2.368,9.083,11.451,0.8,191.0,18.4,45.83
4482,3,0.74939,12.978,2.826,23.607,26.433,2.6,326.0,14.6,72.26
4483,3,0.73868,8.071,1.467,23.998,25.465,1.2,331.0,12.6,78.18
4484,3,0.90382,1.377,3.441,29.719,33.16,0.6,349.0,11.0,83.1
4485,3,1.08544,0.605,12.19,31.528,43.718,0.4,328.0,11.3,83.73
4486,3,0.96647,0.572,12.49,28.31,40.8,0.0,325.0,10.2,82.75
4487,3,1.06766,0.626,15.908,26.719,42.626,0.5,355.0,8.8,83.97
4488,4,1.12967,1.138,48.307,26.253,74.56,0.6,249.0,8.4,85.29
4489,4,1.21543,1.126,57.846,25.356,83.202,0.3,25.0,7.6,86.28
4490,4,0.81974,0.738,38.582,20.158,58.74,0.2,326.0,6.8,86.62
4491,4,0.8957,0.871,45.337,16.431,61.768,0.4,249.0,6.8,87.18
4492,4,0.88234,0.728,53.396,16.891,70.287,0.4,307.0,7.7,87.59
4493,4,0.92987,0.797,66.237,20.101,86.339,0.2,22.0,7.7,87.57
4494,4,1.58371,1.707,86.583,20.322,106.905,0.3,341.0,7.2,87.44
4495,4,2.04684,2.07,96.152,31.314,127.466,0.8,348.0,12.1,82.79
4496,4,1.2016,9.551,32.665,34.8,67.466,1.3,12.0,17.7,55.42
4497,4,0.83735,17.412,18.881,26.175,45.056,1.2,345.0,18.6,51.66
4498,4,0.61438,32.038,10.905,19.454,30.359,1.3,25.0,22.7,39.77
4499,4,0.44524,43.55,5.401,14.213,19.613,1.2,43.0,23.9,33.38
4500,4,0.39644,43.44,2.34,12.761,15.101,1.6,315.0,22.5,41.46
4501,4,0.38068,41.361,1.653,13.184,14.838,2.5,267.0,20.0,46.1
4502,4,0.4631,54.719,2.491,15.009,17.5,3.7,295.0,20.5,54.41
4503,4,0.40186,42.35,3.094,12.826,15.92,3.8,283.0,20.4,52.8
4504,4,0.52429,36.168,2.757,20.104,22.861,2.8,297.0,17.0,62.92
4505,4,0.5854,36.455,1.221,21.795,23.016,2.8,290.0,16.2,65.91
4506,4,0.73518,24.141,0.894,26.594,27.489,2.2,304.0,14.7,71.69
4507,4,0.57602,17.249,0.915,23.994,24.909,1.7,17.0,14.2,72.39
4508,4,0.82775,1.518,8.156,31.199,39.355,0.7,338.0,12.3,77.18
4509,4,0.90628,1.249,9.212,32.089,41.301,0.7,343.0,12.4,80.49
4510,4,0.69914,11.68,5.495,27.034,32.529,1.4,290.0,13.1,78.53
4511,4,0.57016,16.497,0.445,21.788,22.234,0.9,328.0,13.3,78.13
4512,5,0.47398,18.447,0.45,19.144,19.594,1.6,294.0,13.4,78.48
4513,5,0.27164,22.636,0.346,11.035,11.381,1.7,303.0,12.3,84.18
4514,5,0.15709,20.184,0.261,4.782,5.042,0.1,41.0,11.0,85.26
4515,5,0.20736,13.584,0.328,7.53,7.858,0.1,256.0,10.7,86.35
4516,5,0.27956,9.259,0.347,12.366,12.713,0.2,190.0,11.0,86.82
4517,5,0.39581,3.007,8.573,16.77,25.344,0.3,293.0,11.3,87.15
4518,5,0.63591,1.141,23.957,16.187,40.143,0.2,153.0,11.5,87.44
4519,5,0.95052,1.33,35.71,20.348,56.058,0.6,332.0,12.5,86.74
4520,5,0.99945,4.701,27.37,22.7,50.071,1.2,347.0,13.8,83.37
4521,5,0.67559,17.091,13.61,19.014,32.624,1.3,5.0,18.4,63.58
4522,5,0.47532,27.817,6.941,14.672,21.614,1.3,351.0,19.9,53.19
4523,5,0.32041,33.923,2.142,12.089,14.232,1.0,300.0,18.1,55.99
4524,5,0.29441,39.669,2.762,8.512,11.275,2.9,298.0,20.6,52.1
4525,5,0.33095,41.42,2.23,7.922,10.153,3.6,285.0,20.5,51.28
4526,5,0.38254,35.191,2.537,9.169,11.706,3.0,262.0,19.2,55.36
4527,5,0.50378,27.255,2.858,13.563,16.421,1.8,261.0,16.5,68.02
4528,5,0.67841,12.685,6.827,21.731,28.558,1.7,313.0,15.0,77.88
4529,5,0.62023,12.48,3.747,18.501,22.249,0.8,260.0,14.5,80.19
4530,5,0.78228,2.84,3.973,21.651,25.624,0.4,217.0,12.5,83.22
4531,5,0.88319,0.647,13.65,21.808,35.457,0.4,285.0,11.5,84.36
4532,5,1.00344,0.855,18.433,21.314,39.747,0.4,12.0,11.1,85.27
4533,5,1.55248,0.589,47.432,20.392,67.824,0.4,339.0,10.9,86.71
4534,5,1.2545,0.936,38.894,20.641,59.535,0.9,282.0,11.5,86.99
4535,5,0.60051,1.566,4.664,20.919,25.583,0.5,310.0,12.1,86.5
4536,6,0.52523,0.745,4.294,18.582,22.877,0.2,331.0,11.8,86.52
4537,6,0.43795,1.283,2.421,16.03,18.451,0.4,318.0,12.0,86.64
4538,6,0.33837,3.997,1.786,15.147,16.932,1.1,312.0,12.2,86.27
4539,6,0.32335,4.871,1.864,13.959,15.822,1.0,290.0,12.1,86.11
4540,6,0.42878,0.223,5.753,15.182,20.935,0.5,287.0,11.3,86.36
4541,6,0.35339,2.069,4.485,13.675,18.16,0.4,343.0,11.0,87.13
4542,6,0.44858,2.536,5.665,15.576,21.241,0.5,327.0,11.7,87.23
4543,6,0.63709,4.021,16.759,18.806,35.564,1.1,325.0,13.1,85.7
4544,6,0.53707,11.642,9.362,15.3,24.662,0.7,286.0,15.9,72.1
4545,6,0.49924,18.682,8.856,13.954,22.81,0.2,123.0,17.9,60.31
4546,6,0.21756,30.493,1.673,4.165,5.839,0.8,162.0,19.7,49.63
4547,6,0.20161,31.243,1.266,3.427,4.693,2.1,184.0,20.3,45.23
4548,6,0.1728,31.135,0.811,2.331,3.142,1.4,130.0,21.9,39.67
4549,6,0.21296,32.018,1.031,3.284,4.315,0.7,214.0,21.5,42.74
4550,6,0.31835,33.745,2.97,6.376,9.346,5.1,296.0,21.4,52.54
4551,6,0.27657,31.26,2.386,5.096,7.482,4.0,300.0,20.6,55.59
4552,6,0.26149,26.926,1.671,5.519,7.19,3.5,313.0,17.2,66.11
4553,6,0.2903,23.708,1.077,7.351,8.428,2.9,303.0,15.3,72.48
4554,6,0.28513,20.632,0.619,8.316,8.935,2.2,301.0,14.0,78.17
4555,6,0.29504,18.088,0.615,8.767,9.382,2.0,304.0,13.3,80.02
4556,6,0.41079,8.489,0.738,13.915,14.653,1.1,343.0,12.7,81.9
4557,6,0.42006,6.028,1.1,15.389,16.489,0.8,335.0,12.4,83.43
4558,6,0.47754,2.202,1.173,17.335,18.508,0.9,351.0,12.4,84.08
4559,6,0.52129,0.929,2.07,19.689,21.759,0.7,346.0,12.1,84.17
4560,7,0.55396,0.131,7.836,18.643,26.479,0.8,311.0,11.8,84.12
4561,7,0.4501,0.739,5.867,18.682,24.549,0.9,315.0,11.8,83.14
4562,7,0.32904,2.187,2.23,17.028,19.259,1.0,314.0,12.5,79.71
4563,7,0.32243,0.277,3.212,15.997,19.209,0.6,273.0,11.9,80.98
4564,7,0.36363,0.29,11.578,16.011,27.589,0.7,329.0,11.1,82.71
4565,7,0.63666,0.197,37.215,17.357,54.572,1.1,302.0,11.5,84.18
4566,7,0.98938,1.236,47.468,16.529,63.997,0.4,337.0,11.8,83.34
4567,7,1.35906,1.663,56.263,20.783,77.046,1.3,309.0,13.5,78.48
4568,7,1.85845,2.773,65.452,30.604,96.057,2.1,290.0,15.0,70.2
4569,7,1.16304,9.167,33.829,26.679,60.509,1.9,299.0,17.3,61.69
4570,7,0.85659,16.263,16.732,25.951,42.683,1.6,315.0,19.0,53.53
4571,7,0.55852,26.376,6.526,17.001,23.527,1.0,355.0,20.2,47.77
4572,7,0.40967,20.364,2.104,11.666,13.77,2.0,30.0,16.8,60.34
4573,7,0.32644,25.954,2.175,7.814,9.989,1.8,82.0,18.3,54.05
4574,7,0.35025,24.734,2.356,9.734,12.09,2.1,117.0,18.2,52.91
4575,7,0.32977,24.148,1.964,9.443,11.406,2.2,132.0,17.5,54.68
4576,7,0.68153,14.112,9.267,21.528,30.795,1.4,264.0,17.0,63.79
4577,7,0.9238,6.179,12.415,27.401,39.816,2.1,284.0,14.6,75.88
4578,7,1.17611,0.776,15.872,29.411,45.283,0.5,326.0,12.8,81.65
4579,7,1.45365,0.7,27.875,31.098,58.973,1.0,327.0,13.4,82.51
4580,7,0.96113,0.883,10.129,29.392,39.522,0.8,349.0,13.4,81.63
4581,7,0.30313,17.218,1.091,9.974,11.064,1.4,104.0,14.3,68.24
4582,7,0.77055,3.091,10.795,24.052,34.848,0.6,320.0,13.9,73.47
4583,7,0.60352,6.945,10.261,18.752,29.013,1.2,38.0,13.6,75.07
4584,8,0.21882,14.587,0.359,8.644,9.003,1.0,64.0,13.6,72.09
4585,8,0.18174,19.431,0.373,5.239,5.612,2.0,30.0,13.3,73.53
4586,8,0.17542,20.831,0.255,4.489,4.744,2.2,45.0,13.6,72.47
4587,8,0.16153,20.963,0.232,3.618,3.851,1.9,48.0,13.6,71.17
4588,8,0.1618,17.226,0.242,4.848,5.09,1.9,55.0,13.5,70.0
4589,8,0.27986,9.193,2.672,11.902,14.574,0.9,47.0,13.2,72.7
4590,8,1.35545,1.107,53.818,22.269,76.086,1.2,264.0,12.4,79.18
4591,8,1.3483,3.396,51.099,22.823,73.922,0.9,271.0,14.4,73.68
4592,8,1.35679,4.225,42.675,28.735,71.409,0.7,285.0,16.0,65.21
4593,8,1.307,3.34,33.185,31.862,65.047,0.8,323.0,15.5,65.87
4594,8,0.88055,3.562,15.05,24.288,39.338,0.4,18.0,12.9,80.21
4595,8,0.67613,9.968,11.169,15.931,27.1,0.6,187.0,13.0,80.36
4596,8,0.55262,18.15,8.143,13.799,21.942,0.3,183.0,15.1,69.27
4597,8,0.4918,21.085,6.757,11.935,18.693,1.2,325.0,17.3,61.64
4598,8,0.50945,27.357,7.635,13.442,21.077,1.4,333.0,19.0,55.04
4599,8,0.5804,29.218,4.878,17.209,22.087,1.3,11.0,18.2,54.89
4600,8,0.51346,21.841,4.364,16.611,20.975,1.1,10.0,16.8,59.36
4601,8,0.57085,14.897,4.409,16.931,21.34,0.6,254.0,15.8,61.87
4602,8,0.88602,1.913,9.567,23.901,33.468,0.2,58.0,11.7,76.11
4603,8,1.11454,0.9,22.719,22.732,45.451,1.1,54.0,10.3,80.15
4604,8,1.04194,0.983,27.925,21.062,48.987,0.4,342.0,10.2,79.34
4605,8,2.14229,1.022,92.135,19.331,111.466,0.5,281.0,9.0,82.47
4606,8,2.48533,0.927,109.026,17.12,126.146,0.4,234.0,8.9,84.96
4607,8,1.92312,0.817,69.013,17.42,86.434,0.2,175.0,9.1,85.93
4608,9,1.90787,0.909,85.583,15.205,100.788,0.1,165.0,8.4,86.64
4609,9,1.72894,0.789,82.193,14.94,97.133,0.1,145.0,8.3,87.14
4610,9,1.38479,0.868,70.991,12.738,83.73,0.2,273.0,9.2,87.34
4611,9,1.37281,0.809,71.83,12.478,84.308,0.6,330.0,9.7,87.36
4612,9,0.98173,0.678,66.832,15.375,82.207,0.5,265.0,10.2,87.82
4613,9,0.88585,0.817,66.13,14.858,80.987,0.8,275.0,10.3,87.78
4614,9,1.10339,0.954,69.576,15.088,84.664,0.7,39.0,10.4,87.61
4615,9,1.31227,2.546,60.28,21.675,81.954,0.5,244.0,13.1,80.98
4616,9,1.14227,7.219,33.302,24.371,57.674,1.1,20.0,19.0,53.23
4617,9,0.5912,15.92,11.807,13.309,25.116,1.0,57.0,19.3,48.49
4618,9,0.16413,23.374,1.913,3.679,5.593,2.3,132.0,18.8,46.92
4619,9,0.14659,24.894,1.609,2.989,4.598,1.7,154.0,20.7,42.05
4620,9,0.23109,26.298,2.706,5.608,8.314,0.5,141.0,23.6,35.06
4621,9,0.54206,25.048,4.537,19.489,24.026,3.2,286.0,18.1,57.33
4622,9,0.45989,22.276,2.029,17.962,19.991,1.0,24.0,14.1,77.94
4623,9,0.61423,10.614,5.718,23.355,29.073,0.8,298.0,13.4,82.83
4624,9,0.93736,3.525,25.805,24.361,50.166,0.6,2.0,13.8,81.3
4625,9,1.30137,1.411,40.401,25.78,66.181,0.4,50.0,14.0,81.12
4626,9,1.63839,0.725,41.144,26.795,67.939,0.4,195.0,12.8,85.64
4627,9,0.48459,5.564,4.569,14.482,19.051,1.1,159.0,12.2,81.85
4628,9,0.85515,1.104,13.293,16.315,29.608,0.2,227.0,11.7,80.85
4629,9,1.51013,0.819,55.669,16.405,72.074,0.8,41.0,11.8,82.24
4630,9,0.89056,0.784,32.507,16.72,49.227,0.6,359.0,11.6,80.47
4631,9,0.63022,0.808,17.584,16.622,34.206,0.4,97.0,11.1,80.27
4632,10,0.47012,1.037,13.359,14.382,27.742,0.3,217.0,9.6,81.13
4633,10,0.79785,0.79,30.879,12.075,42.954,0.2,291.0,9.3,84.43
4634,10,0.91425,1.008,33.567,10.353,43.92,0.5,4.0,9.0,85.52
4635,10,0.70532,0.661,29.776,12.301,42.078,0.0,132.0,9.2,86.09
4636,10,0.6085,0.784,34.65,11.087,45.737,0.3,264.0,8.4,87.07
4637,10,0.79172,1.079,56.117,9.97,66.087,0.3,308.0,8.2,87.31
4638,10,1.05827,1.048,76.798,10.859,87.657,0.2,235.0,7.8,87.67
4639,10,1.4328,2.737,73.307,20.442,93.749,0.6,3.0,12.7,83.3
4640,10,1.58498,6.616,63.842,34.538,98.38,0.7,310.0,18.3,55.15
4641,10,1.5948,17.682,43.408,42.964,86.372,1.1,335.0,21.5,45.9
4642,10,0.6693,29.091,10.67,20.18,30.85,0.9,99.0,21.8,39.38
4643,10,0.33301,30.09,3.142,10.278,13.42,1.3,277.0,21.2,42.0
4644,10,0.56478,42.208,5.84,20.191,26.032,2.9,292.0,21.2,49.44
4645,10,0.42887,51.054,2.387,14.328,16.715,2.0,297.0,22.1,47.65
4646,10,0.37532,38.306,2.847,12.349,15.196,4.7,293.0,18.4,62.02
4647,10,0.34527,32.888,1.947,12.162,14.109,3.9,291.0,16.3,69.52
4648,10,0.38507,30.563,1.787,13.89,15.677,2.6,323.0,16.6,67.33
4649,10,0.62175,14.904,3.249,25.962,29.211,2.1,80.0,12.7,72.8
4650,10,1.30099,2.105,21.134,31.395,52.53,1.1,248.0,11.9,78.62
4651,10,1.49112,0.681,24.787,30.957,55.744,0.3,162.0,11.9,82.12
4652,10,1.55905,0.791,36.535,27.048,63.583,0.2,322.0,11.7,84.62
4653,10,1.60682,0.903,48.289,26.05,74.339,0.4,43.0,11.9,85.18
4654,10,1.49099,0.948,51.555,23.202,74.757,0.0,61.0,11.5,85.27
4655,10,1.76494,0.766,69.523,22.876,92.4,0.3,17.0,11.4,86.19
4656,11,1.11259,0.719,44.013,21.039,65.052,0.7,58.0,10.8,86.45
4657,11,1.13727,0.747,41.315,19.045,60.36,0.4,324.0,10.9,86.68
4658,11,0.85024,0.944,37.247,18.371,55.618,0.7,311.0,11.4,86.73
4659,11,0.6708,0.72,24.744,16.791,41.535,0.6,357.0,11.3,86.76
4660,11,0.57437,0.353,27.891,14.912,42.803,0.3,23.0,10.8,86.97
4661,11,0.62843,0.723,44.454,12.225,56.678,0.4,297.0,9.0,87.25
4662,11,1.0079,0.978,72.397,12.373,84.77,0.4,359.0,9.1,88.13
4663,11,1.88579,2.486,97.28,23.676,120.956,0.6,314.0,14.2,83.27
4664,11,1.82449,7.407,59.602,38.626,98.228,0.9,24.0,19.1,55.63
4666,11,0.40904,33.021,6.978,13.95,20.928,0.2,180.0,23.2,39.27
4667,11,0.45144,42.561,5.769,16.975,22.744,1.2,292.0,22.7,38.06
4668,11,0.39105,53.871,2.942,14.075,17.016,0.8,345.0,23.9,35.27
4669,11,0.47581,65.191,2.216,17.055,19.271,3.7,292.0,20.7,53.88
4670,11,0.31839,72.426,1.172,11.39,12.562,3.8,294.0,20.8,53.58
4671,11,0.41769,50.085,0.739,16.206,16.945,0.6,260.0,16.6,66.12
4672,11,0.67411,24.823,2.877,27.903,30.78,0.5,131.0,14.1,83.56
4673,11,1.53655,2.504,17.56,54.018,71.578,0.8,129.0,14.1,84.12
4674,11,1.23533,3.486,6.444,38.809,45.253,0.3,242.0,13.8,84.77
4675,11,1.61209,0.405,25.984,35.347,61.331,0.2,328.0,13.5,77.59
4676,11,1.55917,0.253,34.28,33.801,68.08,0.4,323.0,13.6,80.56
4677,11,0.7547,1.873,13.679,26.59,40.269,0.9,315.0,13.4,83.48
4678,11,0.40116,2.761,3.255,19.159,22.414,0.2,236.0,12.2,84.35
4679,11,0.47799,0.681,9.352,18.516,27.868,0.2,224.0,11.7,83.93
4680,12,0.65868,0.593,18.486,18.229,36.715,0.5,347.0,12.0,84.72
4681,12,0.79514,0.606,31.249,21.511,52.76,0.8,306.0,12.2,84.95
4682,12,0.58196,0.224,17.717,18.544,36.261,0.3,206.0,12.2,84.86
4683,12,0.54302,0.455,11.965,17.304,29.269,0.4,347.0,12.1,85.01
4684,12,0.48855,0.327,13.664,17.167,30.831,0.5,318.0,12.1,85.24
4685,12,0.48832,0.326,18.705,16.203,34.908,0.5,321.0,10.8,85.48
