,DateTime,CO_ppm,OZONO_ppb,NO_ppb,NO2_ppb,NOX_ppb,Vel_Viento_ms,Dir_Viento_Grados,Temperatura_C,HR
0,1,0.31818,2.163,2.229,12.272,14.502,0.6,249.0,13.2,70.93
1,1,0.26455,3.18,3.191,8.788,11.979,0.5,313.0,12.6,73.43
2,1,0.25779,5.109,3.979,7.99,11.969,0.6,139.0,12.5,72.78
3,1,0.11343,12.035,0.52,2.791,3.311,2.0,107.0,13.5,64.71
4,1,0.1064,11.421,0.365,3.557,3.923,1.1,169.0,12.4,68.11
5,1,0.09962,13.752,0.264,1.815,2.078,1.4,164.0,12.9,66.39
6,1,0.1193,13.598,0.651,2.4,3.051,2.0,122.0,13.7,63.85
7,1,0.11418,15.952,0.786,1.707,2.493,1.6,171.0,16.0,55.09
8,1,0.15734,16.576,1.138,2.32,3.458,1.7,190.0,15.2,57.1
9,1,0.17349,16.847,1.542,2.402,3.945,2.1,198.0,16.5,53.99
10,1,0.11292,17.65,1.118,1.53,2.648,2.4,165.0,16.7,54.46
11,1,0.15292,17.693,1.648,2.004,3.653,2.5,188.0,17.4,51.88
12,1,0.12612,17.237,1.376,1.711,3.087,2.3,164.0,17.5,52.45
13,1,0.14311,16.694,1.555,1.904,3.459,2.2,169.0,18.0,50.53
14,1,0.1506,16.635,1.686,1.962,3.648,2.3,188.0,18.5,49.09
15,1,0.14742,15.896,1.545,2.152,3.696,2.2,189.0,17.2,52.34
16,1,0.12299,15.974,1.057,2.173,3.23,2.2,154.0,15.6,57.19
17,1,0.13632,14.846,1.047,3.025,4.072,2.0,158.0,15.0,58.9
18,1,0.13321,14.202,0.553,3.428,3.98,1.1,170.0,14.0,62.35
19,1,0.13584,13.201,0.636,3.868,4.504,1.2,186.0,13.8,64.31
20,1,0.17173,10.501,0.802,5.721,6.523,1.1,185.0,13.1,68.6
21,1,0.21081,7.718,0.706,7.322,8.028,1.1,215.0,12.5,74.09
22,1,0.23259,5.386,0.546,8.033,8.579,0.4,13.0,11.5,81.55
23,1,0.2499,4.266,1.236,8.454,9.689,0.2,330.0,11.4,83.56
24,2,0.18955,7.042,0.306,5.834,6.139,0.5,188.0,10.8,83.47
25,2,0.18953,8.989,0.283,5.119,5.401,1.2,209.0,11.1,82.96
26,2,0.16095,12.055,0.189,3.785,3.974,1.3,214.0,11.5,78.98
27,2,0.12457,14.833,0.152,1.769,1.921,1.2,219.0,11.7,73.75
28,2,0.12692,13.498,0.265,2.678,2.943,0.9,182.0,11.8,70.88
29,2,0.18876,10.734,0.784,5.716,6.5,0.8,236.0,11.8,71.36
30,2,0.4775,4.696,8.678,12.359,21.036,0.9,265.0,12.2,72.81
31,2,0.47436,11.132,9.099,8.789,17.888,1.5,209.0,16.1,59.47
32,2,0.35019,14.479,6.981,5.117,12.098,2.1,190.0,18.1,50.9
35,2,0.24995,17.038,3.21,3.027,6.237,1.5,163.0,17.9,49.7
36,2,0.27131,16.781,3.594,3.39,6.984,1.6,193.0,19.4,45.22
37,2,0.24654,15.44,3.559,3.2,6.758,2.4,168.0,19.7,46.57
38,2,0.33872,14.112,5.497,4.873,10.371,2.5,187.0,18.2,52.09
39,2,0.27132,13.88,3.502,3.731,7.233,2.4,180.0,16.9,53.26
40,2,0.29346,12.721,3.821,5.261,9.083,1.9,164.0,16.0,53.54
41,2,0.33135,11.671,2.88,6.466,9.346,1.3,157.0,14.9,57.92
42,2,0.47035,5.74,3.934,12.231,16.166,1.3,218.0,13.7,62.39
43,2,0.3582,9.283,2.105,9.512,11.618,1.5,235.0,13.5,63.59
44,2,0.30957,11.649,1.386,8.373,9.759,0.3,226.0,13.2,65.62
45,2,0.24525,16.885,0.529,5.954,6.484,1.4,254.0,13.1,66.85
46,2,0.23787,21.159,0.292,4.586,4.878,0.9,186.0,12.9,67.66
47,2,0.218,23.302,0.212,3.617,3.829,1.1,161.0,13.0,66.98
48,3,0.21699,24.838,0.136,1.872,2.008,1.6,191.0,12.5,69.97
49,3,0.24646,24.066,0.154,2.972,3.126,1.1,171.0,12.1,73.12
50,3,0.28244,28.504,0.181,2.479,2.66,2.1,206.0,11.5,74.7
51,3,0.25231,29.437,0.161,2.422,2.582,1.4,201.0,11.5,72.65
52,3,0.20596,29.08,0.133,2.85,2.983,0.9,264.0,11.5,71.89
53,3,0.23512,24.275,0.203,5.57,5.774,0.6,179.0,11.5,71.53
54,3,0.34992,22.178,1.271,9.331,10.603,1.6,194.0,11.8,67.16
55,3,1.02956,25.087,4.167,9.608,13.774,1.8,198.0,13.9,59.82
56,3,0.69024,24.511,7.886,8.787,16.673,2.3,173.0,15.8,55.05
57,3,1.3567,24.874,7.428,8.97,16.398,2.9,181.0,15.1,56.44
58,3,0.31237,24.083,3.741,6.982,10.723,2.4,172.0,14.4,57.41
59,3,0.61832,23.388,3.773,8.72,12.493,2.2,180.0,14.1,58.84
60,3,0.35277,23.99,3.162,5.423,8.585,2.4,174.0,14.7,57.73
61,3,0.32285,23.684,3.748,6.784,10.531,2.3,178.0,14.9,58.42
62,3,0.3265,23.108,4.102,7.045,11.146,1.8,175.0,15.4,56.49
63,3,0.45065,19.963,6.087,11.778,17.865,1.6,194.0,14.8,62.31
64,3,0.58645,13.768,7.663,16.644,24.307,1.7,174.0,13.9,66.5
65,3,0.72782,8.416,8.251,19.946,28.198,1.2,172.0,12.6,73.52
66,3,0.67502,7.476,4.65,19.652,24.301,0.8,226.0,12.4,71.47
67,3,0.89537,3.26,8.174,26.467,34.641,1.0,260.0,12.5,70.85
68,3,0.41425,22.237,1.489,10.785,12.274,2.2,154.0,12.0,72.27
69,3,0.32593,24.022,0.403,8.346,8.749,1.0,207.0,11.6,73.36
70,3,0.28038,25.539,0.173,6.153,6.326,0.4,183.0,11.7,70.19
71,3,0.26528,24.777,0.322,7.658,7.98,0.9,192.0,11.9,62.05
72,4,0.24805,22.966,0.161,7.744,7.905,0.4,104.0,11.4,64.52
73,4,0.18781,27.599,0.162,4.117,4.279,1.3,169.0,11.5,60.29
74,4,0.22512,21.55,0.143,5.517,5.66,0.7,274.0,11.0,65.33
75,4,0.26304,16.848,0.233,7.647,7.88,0.5,276.0,9.7,72.48
76,4,0.2655,16.719,0.229,9.918,10.147,0.4,253.0,10.0,70.78
77,4,0.36354,8.974,1.275,15.653,16.928,0.4,279.0,8.5,77.23
78,4,1.22666,2.712,31.928,23.348,55.275,0.4,343.0,9.9,79.12
79,4,1.29548,6.622,35.16,26.633,61.793,1.7,304.0,13.4,67.68
80,4,0.71508,17.362,12.859,17.363,30.222,1.8,284.0,16.1,51.08
81,4,0.52001,22.625,8.714,13.523,22.237,1.3,194.0,17.1,48.07
82,4,0.34437,27.47,5.553,6.65,12.203,1.8,171.0,19.3,43.54
83,4,0.30559,26.043,3.795,5.187,8.982,2.4,184.0,18.7,44.87
84,4,0.29581,25.989,2.914,4.293,7.207,2.3,187.0,19.0,45.11
85,4,0.33934,24.151,3.52,6.1,9.621,2.0,174.0,18.1,47.63
86,4,0.30495,24.666,3.51,5.124,8.634,2.8,167.0,16.9,52.2
87,4,0.3175,23.541,3.495,5.509,9.005,2.3,176.0,18.0,47.78
88,4,0.36605,21.514,3.557,6.993,10.55,1.4,211.0,18.1,47.83
89,4,0.67773,11.48,7.807,19.808,27.616,1.2,246.0,15.8,59.18
90,4,0.92605,3.625,8.257,28.366,36.623,1.8,320.0,13.2,72.88
91,4,0.83439,2.419,9.669,26.441,36.11,1.9,331.0,12.2,77.5
92,4,0.70759,1.998,6.918,24.851,31.768,0.4,333.0,11.4,79.33
93,4,0.47601,11.969,2.731,15.503,18.234,1.2,154.0,11.5,73.98
94,4,0.29144,18.165,0.585,8.254,8.839,1.5,146.0,12.2,64.58
95,4,0.27196,18.427,0.342,7.281,7.622,1.2,159.0,11.5,66.99
96,5,0.26518,9.863,1.455,12.998,14.453,0.2,322.0,9.1,75.95
97,5,0.2025,16.527,0.237,7.155,7.392,0.6,5.0,9.8,75.47
98,5,0.28855,10.774,0.361,11.604,11.965,0.8,13.0,10.1,75.52
99,5,0.23123,7.886,0.458,11.38,11.838,0.3,270.0,9.6,78.0
100,5,0.24149,4.11,1.41,14.355,15.766,0.3,290.0,8.9,80.78
101,5,0.46642,0.904,30.413,18.562,48.975,0.4,304.0,8.1,83.28
102,5,1.22634,1.532,82.833,20.456,103.289,0.7,332.0,10.1,82.84
103,5,0.71916,7.021,21.295,20.24,41.534,0.2,297.0,14.4,64.39
104,5,0.37878,18.829,5.085,8.474,13.559,0.7,191.0,16.3,55.21
105,5,0.29019,21.985,2.553,5.068,7.621,1.7,208.0,16.9,52.02
106,5,0.28027,21.924,2.704,5.056,7.76,1.2,165.0,17.3,52.67
107,5,0.2681,23.434,2.892,3.885,6.777,2.4,179.0,18.3,51.78
108,5,0.29888,21.551,3.597,4.275,7.873,2.5,191.0,19.2,47.92
109,5,0.32365,21.158,4.371,4.573,8.945,2.5,180.0,20.6,44.98
110,5,0.29766,20.87,4.508,4.604,9.112,2.8,172.0,20.3,44.65
111,5,0.28697,19.196,3.92,5.536,9.456,1.9,169.0,18.7,48.21
112,5,0.32691,19.477,3.603,5.685,9.288,2.4,167.0,18.8,47.59
113,5,0.40329,19.1,2.224,9.749,11.973,1.4,156.0,15.6,56.43
114,5,0.58861,12.551,1.845,16.886,18.731,1.2,166.0,14.3,60.24
115,5,0.48918,12.503,1.756,15.2,16.956,1.1,221.0,13.6,64.7
116,5,0.49141,10.343,1.533,16.734,18.267,0.7,239.0,13.0,67.69
117,5,0.41989,10.934,0.651,13.759,14.41,1.0,330.0,12.5,70.92
118,5,0.46703,8.39,1.3,16.877,18.178,0.1,178.0,12.3,72.05
119,5,0.34473,18.968,0.489,7.744,8.232,1.5,210.0,12.6,68.72
120,6,0.32452,23.693,0.267,4.175,4.443,1.0,215.0,12.6,68.77
121,6,0.2679,22.671,0.209,3.692,3.901,0.9,228.0,12.2,70.25
122,6,0.31887,14.421,0.253,7.352,7.605,0.5,335.0,10.2,76.72
123,6,0.35658,6.313,0.312,12.095,12.407,0.5,316.0,8.3,82.64
124,6,0.36794,2.908,1.02,15.15,16.169,0.2,288.0,7.9,84.59
125,6,0.43608,1.104,8.055,16.443,24.498,0.3,319.0,8.2,85.36
126,6,1.22645,1.508,63.527,21.178,84.705,1.1,290.0,10.0,85.69
127,6,1.30302,2.835,53.848,27.503,81.352,0.9,350.0,13.0,74.93
128,6,1.2798,6.267,41.446,28.91,70.356,0.6,328.0,15.2,62.1
129,6,0.40216,19.16,7.206,8.69,15.895,1.5,195.0,17.4,50.37
130,6,0.28719,19.656,3.716,5.862,9.578,1.3,184.0,18.0,46.86
131,6,0.29597,19.915,4.367,5.019,9.386,2.7,168.0,19.4,44.16
132,6,0.27406,21.863,3.195,3.941,7.137,2.9,135.0,20.6,40.94
133,6,0.35101,19.297,4.282,6.324,10.606,2.1,141.0,18.7,47.06
134,6,0.29535,19.766,3.594,4.68,8.274,2.2,173.0,19.3,45.47
135,6,0.28695,20.014,3.679,4.111,7.79,2.4,192.0,20.5,42.3
136,6,0.35746,17.087,4.615,6.765,11.38,2.3,208.0,18.1,47.78
137,6,0.49511,13.596,5.638,10.652,16.29,0.3,326.0,18.2,46.93
138,6,1.00391,1.519,23.755,22.725,46.48,2.0,296.0,13.7,59.88
139,6,1.14058,1.118,30.07,24.915,54.985,2.0,287.0,12.2,69.86
140,6,1.1189,1.002,28.286,24.343,52.629,1.1,346.0,10.8,76.58
141,6,0.88659,0.821,16.481,25.831,42.312,1.1,337.0,10.2,83.06
142,6,1.04026,1.209,20.679,25.171,45.85,1.1,12.0,10.2,84.84
143,6,1.04996,0.948,28.019,25.304,53.324,0.8,349.0,11.5,81.61
144,7,1.05806,1.21,36.113,19.852,55.966,0.4,28.0,11.3,78.42
145,7,0.87989,1.187,27.006,20.604,47.61,1.1,16.0,11.5,77.71
146,7,0.52037,1.144,10.012,17.495,27.507,0.7,22.0,11.7,75.75
147,7,0.44365,0.895,6.117,15.148,21.265,0.9,13.0,11.1,78.52
148,7,0.42407,0.854,7.684,13.506,21.19,0.6,12.0,10.8,79.93
149,7,0.46029,0.681,14.522,12.616,27.138,0.8,357.0,10.5,80.04
150,7,0.68852,1.941,34.354,12.806,47.16,0.6,321.0,12.4,75.03
151,7,0.77869,5.257,31.931,15.224,47.155,1.2,335.0,17.1,57.65
152,7,0.82061,10.925,27.141,18.851,45.993,1.2,331.0,18.4,53.49
153,7,0.71956,21.19,18.159,19.711,37.87,0.9,225.0,21.7,40.21
154,7,0.45867,20.341,7.115,10.952,18.067,0.5,170.0,21.6,40.19
155,7,0.26337,17.28,2.425,3.261,5.686,2.3,129.0,20.6,42.29
156,7,0.2484,17.949,2.006,2.572,4.578,1.9,132.0,21.8,39.03
157,7,0.29263,17.394,2.466,3.602,6.068,2.1,114.0,20.9,42.96
158,7,0.29435,17.833,2.404,3.911,6.315,1.7,141.0,19.4,48.81
159,7,0.37992,21.757,3.48,8.199,11.678,0.9,278.0,19.3,50.93
160,7,0.46297,27.249,4.416,11.066,15.482,2.4,311.0,19.8,53.4
161,7,0.43961,26.191,1.831,11.513,13.344,2.8,301.0,18.2,57.39
162,7,0.62569,14.708,1.821,20.743,22.564,1.7,289.0,14.8,67.12
163,7,0.94397,2.596,10.273,29.302,39.575,1.4,329.0,12.7,75.92
164,7,0.98893,1.106,13.787,30.606,44.393,1.1,323.0,11.5,81.35
165,7,0.99367,1.291,14.35,28.6,42.95,1.1,295.0,12.4,79.21
166,7,0.83444,1.207,10.916,25.6,36.516,0.3,226.0,12.4,79.94
167,7,0.84772,1.015,13.494,25.513,39.007,0.6,346.0,10.9,82.88
168,8,1.00198,1.013,26.375,25.551,51.926,0.9,333.0,12.5,79.17
169,8,1.01229,0.582,27.945,23.583,51.528,0.3,271.0,12.0,78.99
170,8,0.95004,0.905,24.53,22.305,46.835,0.9,311.0,11.8,79.52
171,8,0.82271,0.755,19.055,20.116,39.171,0.3,254.0,10.3,81.52
172,8,0.85939,0.683,28.264,17.208,45.472,0.6,288.0,9.8,84.51
173,8,0.50032,0.969,14.286,17.789,32.075,0.5,267.0,10.0,84.52
174,8,0.79811,1.137,32.292,15.57,47.862,0.5,358.0,9.3,84.94
175,8,1.14318,5.346,45.536,20.561,66.097,0.5,5.0,14.5,71.43
176,8,0.61469,14.325,13.953,18.064,32.018,0.7,349.0,17.8,54.64
177,8,0.44715,19.629,8.049,13.83,21.879,1.0,6.0,18.8,52.4
178,8,0.36846,29.503,4.839,9.244,14.082,1.6,17.0,21.2,44.74
179,8,0.31392,39.512,1.828,6.108,7.936,0.6,342.0,22.3,34.73
180,8,0.53237,40.017,3.976,14.303,18.279,1.1,222.0,21.8,35.74
181,8,0.48701,28.149,3.051,12.159,15.21,3.0,307.0,18.3,57.59
182,8,0.47786,19.959,4.778,12.784,17.562,2.0,281.0,17.4,64.37
183,8,0.35639,28.643,2.795,8.876,11.671,1.5,295.0,19.5,54.98
184,8,0.42074,19.275,2.102,12.707,14.809,2.7,309.0,14.7,72.81
185,8,0.46024,11.901,1.774,15.746,17.52,0.5,133.0,13.8,81.19
186,8,0.3788,16.822,0.604,13.657,14.262,0.5,177.0,12.4,82.87
187,8,0.46612,8.416,0.989,16.632,17.62,0.6,204.0,12.1,84.5
188,8,0.7719,1.22,9.995,25.325,35.32,0.7,245.0,12.0,85.01
189,8,0.81174,0.658,10.523,23.537,34.059,0.8,24.0,11.7,85.27
190,8,0.96723,0.918,21.812,23.608,45.42,0.3,328.0,11.7,85.54
191,8,0.63705,3.44,16.243,18.267,34.511,1.0,16.0,12.0,85.57
192,9,0.30058,5.397,0.641,10.739,11.38,0.2,150.0,11.9,85.17
193,9,0.30062,4.154,0.917,10.6,11.516,0.2,320.0,11.9,85.51
194,9,0.22875,5.905,0.571,6.399,6.97,0.1,273.0,11.8,85.58
195,9,0.24586,3.319,0.818,7.952,8.77,0.4,356.0,10.6,85.87
196,9,0.32127,0.954,6.324,11.204,17.527,0.4,243.0,10.7,86.13
197,9,0.55574,0.723,36.943,14.815,51.758,0.6,340.0,11.1,86.45
198,9,0.96469,1.632,58.467,16.822,75.289,0.4,2.0,11.8,86.14
199,9,1.07019,2.364,51.798,19.695,71.493,0.9,344.0,13.3,82.78
200,9,1.14944,5.623,44.665,23.895,68.561,0.5,337.0,16.0,71.83
203,9,0.2627,22.139,2.672,4.467,7.139,1.3,172.0,20.0,45.93
204,9,0.28694,20.871,3.564,5.427,8.991,2.1,122.0,20.0,46.7
205,9,0.25743,20.947,3.423,4.409,7.832,1.9,130.0,20.8,44.89
206,9,0.24809,20.553,3.111,3.936,7.047,3.0,115.0,21.3,40.56
207,9,0.26893,19.061,3.165,5.018,8.183,2.0,101.0,20.1,47.06
208,9,0.34592,14.838,2.989,8.19,11.179,0.9,160.0,19.2,49.65
209,9,0.70907,9.482,7.666,21.268,28.933,2.2,337.0,16.8,66.21
210,9,0.77182,3.172,10.061,25.332,35.393,1.7,327.0,14.9,69.71
211,9,0.67818,2.853,6.538,21.359,27.897,0.5,183.0,13.5,71.62
212,9,0.56212,4.299,6.931,16.169,23.1,0.5,258.0,14.0,68.51
213,9,1.17365,0.635,45.657,24.742,70.399,1.0,327.0,14.2,72.08
214,9,0.86227,2.107,27.179,19.132,46.312,0.3,145.0,13.7,73.59
215,9,0.31438,9.066,0.912,10.994,11.906,0.6,222.0,14.1,70.16
216,10,0.34954,7.733,1.075,14.213,15.288,1.6,277.0,14.0,69.43
217,10,0.26028,9.398,0.707,11.127,11.833,1.0,314.0,13.1,74.04
218,10,0.33319,4.846,1.874,13.586,15.46,0.6,118.0,12.3,82.11
219,10,0.2474,10.42,0.539,8.727,9.266,0.8,121.0,11.7,82.59
220,10,0.24253,7.361,0.592,8.441,9.034,0.4,241.0,11.4,83.03
221,10,0.26685,3.252,1.859,13.202,15.061,0.4,98.0,10.7,84.14
222,10,0.70177,3.863,26.522,18.702,45.223,0.6,25.0,11.6,81.83
223,10,1.49041,2.742,62.419,22.07,84.489,1.3,308.0,13.0,79.48
224,10,0.89118,9.465,23.456,19.383,42.839,0.3,309.0,15.4,70.15
225,10,0.71756,15.351,15.847,15.297,31.144,0.9,12.0,18.4,57.02
226,10,0.22337,23.751,3.305,4.347,7.652,2.2,163.0,19.2,46.36
227,10,0.20616,24.066,2.548,3.445,5.993,2.3,175.0,19.6,46.1
228,10,0.21423,23.133,2.558,3.216,5.773,2.1,166.0,21.3,38.31
229,10,0.27214,20.94,3.331,4.179,7.51,2.4,185.0,20.3,44.02
230,10,0.26998,21.946,3.646,4.295,7.94,2.1,179.0,21.6,39.8
231,10,0.29488,18.84,4.211,6.137,10.348,2.0,156.0,19.4,44.75
232,10,0.32742,17.357,3.819,6.382,10.201,2.2,204.0,18.3,49.18
233,10,0.33797,16.478,2.309,6.828,9.137,1.7,197.0,16.1,54.68
234,10,0.36065,12.98,1.663,10.907,12.57,1.3,128.0,14.9,57.46
235,10,0.43454,10.46,1.683,12.924,14.606,1.0,202.0,14.0,60.64
236,10,0.39084,8.811,1.973,13.558,15.531,0.9,144.0,13.4,62.82
237,10,0.30858,10.224,0.788,12.534,13.322,1.0,157.0,12.9,62.43
238,10,0.20684,17.694,0.618,7.59,8.208,1.1,144.0,13.4,61.75
239,10,0.18003,17.399,0.345,6.871,7.217,0.7,170.0,13.1,64.52
240,11,0.16298,19.844,0.203,5.088,5.291,1.0,165.0,13.1,64.07
241,11,0.12021,20.648,0.151,3.743,3.893,0.5,143.0,12.5,65.64
242,11,0.08716,16.127,0.187,4.422,4.609,0.6,112.0,11.3,70.85
243,11,0.11382,10.15,0.27,7.197,7.467,0.2,214.0,11.1,74.4
244,11,0.10312,18.266,0.333,6.255,6.587,1.3,153.0,12.7,66.78
245,11,0.1384,17.313,0.393,6.341,6.734,0.9,155.0,12.5,67.58
246,11,0.31153,9.788,3.883,13.277,17.159,0.6,200.0,13.3,66.61
247,11,0.4683,15.432,9.456,12.327,21.783,0.7,265.0,16.9,54.42
248,11,0.61562,15.242,11.27,17.352,28.622,1.2,237.0,16.1,58.6
249,11,0.19222,22.62,3.421,4.582,8.003,1.9,181.0,18.1,50.75
250,11,0.1686,22.881,2.498,3.289,5.788,2.1,179.0,19.5,46.81
251,11,0.17782,22.625,3.232,3.525,6.757,3.0,167.0,20.6,44.12
252,11,0.1615,23.771,2.395,3.038,5.433,2.5,179.0,20.5,42.63
253,11,0.19968,22.546,3.237,4.708,7.944,2.7,154.0,19.0,44.82
254,11,0.15476,23.717,2.582,3.471,6.053,2.5,179.0,20.1,42.38
255,11,0.15409,23.432,2.479,3.892,6.372,1.9,164.0,19.5,42.1
256,11,0.20434,20.738,2.823,5.78,8.603,1.9,158.0,18.6,44.57
257,11,0.2385,18.723,2.091,7.178,9.269,1.1,160.0,17.7,47.42
258,11,0.34754,13.233,1.979,12.389,14.368,1.6,146.0,15.5,56.3
259,11,0.30136,12.022,1.417,11.447,12.865,1.1,120.0,14.8,61.3
260,11,0.53701,4.081,10.796,18.073,28.87,1.4,311.0,14.0,70.06
261,11,0.51797,2.175,8.398,20.542,28.94,0.6,266.0,12.7,78.17
262,11,0.56089,0.735,10.076,18.349,28.425,0.6,7.0,11.8,82.89
263,11,0.62574,0.858,12.834,19.028,31.861,1.2,50.0,11.9,84.19
264,12,0.34178,5.484,3.455,13.964,17.419,2.0,36.0,12.4,80.8
265,12,0.1488,11.742,0.483,7.52,8.003,2.9,55.0,12.5,77.11
266,12,0.11868,13.306,0.169,4.495,4.664,2.8,49.0,12.4,76.43
267,12,0.10521,13.525,0.162,4.138,4.3,1.7,59.0,11.8,77.14
268,12,0.11936,9.815,0.452,6.686,7.138,0.9,39.0,11.3,77.92
269,12,0.30262,1.363,13.021,16.83,29.851,1.0,344.0,10.9,79.87
270,12,0.65571,2.809,34.019,18.581,52.601,1.7,350.0,13.0,73.18
271,12,0.77834,9.273,31.52,18.412,49.932,0.4,341.0,17.1,55.82
272,12,0.2544,20.242,5.383,7.493,12.876,1.3,132.0,17.1,51.2
273,12,0.14259,22.999,2.12,3.502,5.621,1.9,108.0,18.3,47.95
274,12,0.22012,21.576,3.47,5.427,8.897,1.7,153.0,19.0,45.66
275,12,0.21165,19.42,3.538,5.157,8.695,2.2,173.0,18.4,49.64
276,12,0.28158,19.522,5.34,5.769,11.109,1.5,210.0,20.3,46.84
277,12,0.21575,19.914,3.727,5.144,8.871,2.3,48.0,20.7,43.12
278,12,0.20671,20.414,3.507,4.417,7.924,2.2,114.0,21.4,42.04
279,12,0.19815,19.71,3.163,4.871,8.034,1.4,89.0,20.7,42.08
280,12,0.43029,17.875,7.824,13.887,21.711,3.1,293.0,18.5,58.87
281,12,0.68729,8.73,9.41,23.396,32.806,2.4,286.0,15.3,68.94
282,12,0.93372,1.224,16.019,27.8,43.819,1.2,349.0,13.5,75.66
283,12,0.849,1.102,17.715,26.207,43.922,1.2,297.0,13.0,77.97
284,12,1.14242,1.039,36.294,26.675,62.969,1.2,308.0,12.6,80.85
285,12,0.95344,0.391,21.776,24.061,45.837,0.5,295.0,12.7,81.66
286,12,1.08081,0.398,30.1,20.485,50.585,0.5,9.0,12.4,84.05
287,12,0.73972,1.533,20.052,20.386,40.438,1.4,340.0,12.4,83.72
288,13,0.43134,0.92,7.283,17.203,24.486,0.8,288.0,12.0,83.24
289,13,0.58434,0.393,14.632,18.429,33.06,0.1,100.0,12.0,84.34
290,13,0.23207,10.498,2.341,10.019,12.36,0.6,198.0,11.0,81.68
291,13,0.16276,11.003,0.265,6.423,6.688,0.3,17.0,10.5,81.95
292,13,0.16711,9.942,0.415,8.928,9.343,0.6,241.0,10.5,82.16
293,13,0.2733,4.514,4.832,14.962,19.794,0.6,348.0,10.4,82.77
294,13,0.8058,1.503,33.126,21.9,55.027,0.4,237.0,11.0,83.1
295,13,0.98753,5.523,32.32,22.711,55.031,1.2,337.0,14.1,69.09
296,13,0.54827,17.847,13.396,15.326,28.722,0.2,285.0,18.5,50.85
297,13,0.63577,20.542,12.467,19.992,32.46,1.0,347.0,19.4,49.02
298,13,0.7101,26.765,9.789,25.336,35.124,1.0,350.0,19.1,48.91
299,13,0.31857,22.844,4.726,10.591,15.317,1.8,238.0,19.3,48.43
300,13,0.24253,21.874,4.37,6.422,10.792,1.7,172.0,19.7,46.92
301,13,0.27861,19.224,5.372,7.827,13.199,2.3,185.0,18.9,49.54
302,13,0.28897,18.778,5.702,7.686,13.388,2.0,224.0,18.3,54.31
303,13,0.23674,20.169,3.864,6.548,10.412,1.7,171.0,18.6,50.39
304,13,0.21259,20.195,3.105,6.142,9.248,1.5,154.0,18.5,48.17
305,13,0.28049,16.571,2.872,8.778,11.651,1.5,161.0,16.9,53.47
306,13,0.43933,9.932,3.097,14.357,17.454,1.7,114.0,15.2,58.71
307,13,0.56855,2.754,8.483,19.104,27.587,0.2,84.0,13.4,66.13
308,13,1.27358,0.91,46.787,22.28,69.067,0.9,338.0,12.9,71.18
309,13,0.97125,1.154,24.785,22.373,47.158,0.7,173.0,12.5,72.58
310,13,1.01632,1.08,31.033,20.67,51.703,0.4,218.0,12.7,73.42
311,13,1.22462,1.092,52.938,21.734,74.671,1.3,278.0,13.3,74.49
312,14,0.90581,0.913,41.401,19.666,61.067,1.4,300.0,12.6,77.28
313,14,0.59254,0.781,19.017,19.054,38.071,0.8,342.0,12.1,79.6
314,14,0.5419,0.457,26.556,17.305,43.862,1.0,292.0,12.3,79.23
315,14,0.54856,0.913,28.675,14.5,43.175,0.8,310.0,10.7,81.92
316,14,0.59917,0.871,37.96,15.469,53.429,0.5,310.0,11.0,83.19
317,14,0.90873,0.964,60.304,17.052,77.356,1.2,309.0,10.4,83.97
318,14,1.00539,1.278,61.282,17.245,78.528,0.4,234.0,11.6,82.4
319,14,1.29245,3.174,68.354,22.377,90.73,1.1,304.0,14.2,72.8
320,14,0.83824,8.93,29.996,22.697,52.694,0.3,111.0,17.3,55.4
321,14,0.31957,19.787,7.505,9.291,16.796,0.7,270.0,19.7,44.44
322,14,0.21999,25.012,3.25,5.436,8.687,0.6,210.0,21.1,37.91
323,14,0.2419,26.872,3.124,5.847,8.971,2.1,284.0,22.5,33.61
324,14,0.45616,29.109,5.336,15.176,20.511,3.7,286.0,18.7,53.79
325,14,0.45421,20.164,5.427,14.632,20.059,3.8,279.0,16.3,63.44
326,14,0.38359,13.778,5.078,12.76,17.839,2.5,285.0,15.1,67.28
327,14,0.57603,7.102,8.446,16.9,25.346,1.2,273.0,13.9,78.33
328,14,0.64578,2.314,8.557,19.508,28.066,0.2,10.0,13.6,80.73
329,14,0.96051,1.243,23.432,22.44,45.872,1.0,329.0,13.1,82.58
330,14,1.03395,0.697,27.097,21.571,48.668,0.4,260.0,12.5,83.77
331,14,0.91197,0.866,21.799,18.77,40.569,0.0,36.0,11.8,84.02
332,14,1.1489,0.877,41.968,16.965,58.933,0.4,350.0,11.6,84.92
333,14,1.09811,0.684,37.562,17.206,54.768,0.4,42.0,11.6,85.43
334,14,0.83922,0.788,21.625,17.78,39.405,0.3,58.0,11.2,85.39
335,14,0.94777,0.765,38.574,15.254,53.829,0.0,80.0,11.1,84.71
336,15,0.66555,0.544,21.046,16.382,37.429,0.6,355.0,11.1,83.89
337,15,0.41872,1.117,8.098,14.767,22.865,0.4,36.0,10.9,84.01
338,15,0.47,1.13,15.788,12.8,28.588,0.6,270.0,10.8,85.85
339,15,0.48388,0.852,15.583,12.544,28.127,0.4,317.0,11.0,86.09
340,15,0.34927,3.369,7.404,12.922,20.326,2.6,304.0,11.2,85.77
341,15,0.22017,13.429,0.743,8.898,9.641,2.8,279.0,10.5,84.87
342,15,0.29874,8.92,1.322,10.636,11.958,0.1,332.0,10.8,84.29
